Neighborhood,Year,Section,Description,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Count
"Beechview                     ",2021,2709(a)(2),"Harassment by Following Person in Public Place(s)",0,0,0,2,0,0,0,0,0,0,0,0,2
"Beechview                     ",2023,2709(a)(1),"Harassment by Physical Contact, or Attempts or Threats",1,2,3,0,0,0,0,0,0,0,0,0,6
"Beechview                     ",2022,2709(a)(1),"Harassment by Physical Contact, or Attempts or Threats",2,2,3,0,1,0,0,4,3,0,0,0,15
"Beechview                     ",2021,2709(a)(1),"Harassment by Physical Contact, or Attempts or Threats",1,0,1,1,5,0,3,0,1,0,3,0,15
"Beechview                     ",2020,2709(a)(1),"Harassment by Physical Contact, or Attempts or Threats",2,3,1,3,3,0,2,0,5,3,2,1,25
"Beechview                     ",2022,2709(a)(4),"Harassment Communicates Prohibited Acts",1,0,0,1,0,0,0,0,0,0,0,2,4
"Beechview                     ",2021,2709(a)(4),"Harassment Communicates Prohibited Acts",2,0,1,0,0,1,1,0,0,0,0,0,5
"Beechview                     ",2020,2709(a)(4),"Harassment Communicates Prohibited Acts",0,0,0,0,0,0,1,0,0,0,0,0,1
"Beechview                     ",2023,2709(a)(6),"Harassment Communicates Repeatedly at Extreme Hours",0,0,0,1,0,0,0,0,0,0,0,0,1
"Beechview                     ",2021,2709(a)(6),"Harassment Communicates Repeatedly at Extreme Hours",0,0,1,0,0,0,0,0,0,0,0,0,1
"Beechview                     ",2020,2709(a)(6),"Harassment Communicates Repeatedly at Extreme Hours",0,0,0,0,0,0,0,0,0,1,0,0,1
"Beechview                     ",2023,2709(a)(5),"Harassment Communicates Repeatedly in Anonymous Manner",1,0,0,0,0,0,0,0,0,0,0,0,1
"Beechview                     ",2022,2709(a)(5),"Harassment Communicates Repeatedly in Anonymous Manner",0,0,0,0,0,0,0,0,1,0,0,1,2
"Beechview                     ",2020,2709(a)(5),"Harassment Communicates Repeatedly in Anonymous Manner",0,0,0,0,1,0,1,0,0,0,0,1,3
"Beechview                     ",2022,2709(a)(3),"Harassment No Legitimate Purpose",0,1,1,0,0,0,1,1,0,0,0,0,4
"Beechview                     ",2021,2709(a)(3),"Harassment No Legitimate Purpose",0,0,1,0,1,1,1,1,2,1,0,0,8
"Beechview                     ",2020,2709(a)(3),"Harassment No Legitimate Purpose",2,1,0,0,0,1,1,0,2,2,0,0,9
"Beechview                     ",2023,2709.A1,"HARASSMENT SUBJECT OTHER TO PHYSICAL CONTACT",0,0,0,2,0,0,0,0,0,0,0,0,2
"Beechview                     ",2023,2709(a),Harassment.,1,4,1,1,0,0,0,0,0,0,0,0,7
"Beechview                     ",2022,2709(a),Harassment.,1,3,5,0,0,1,0,0,0,0,0,1,11
"Beechview                     ",2021,2709(a),Harassment.,0,0,4,3,2,1,2,0,5,0,5,0,22
"Beechview                     ",2020,2709(a),Harassment.,1,1,0,2,2,0,2,0,1,0,3,1,13
"Beechview                     ",2021,633.09(a),"Harboring a Nuisance; Any animal to create offensive odor, excessive noise or unsanitary condition",0,0,0,0,0,0,1,0,0,0,0,0,1
"Beechview                     ",2022,517.8,"Home Improvement Fraud",0,0,0,0,0,1,0,0,0,0,0,0,1
"Beechview                     ",2023,4120,"Identity Theft",2,2,4,1,0,0,0,0,0,0,0,0,9
"Beechview                     ",2022,4120,"Identity Theft",1,1,1,1,1,1,2,1,0,0,1,2,12
"Beechview                     ",2021,4120,"Identity Theft",1,3,13,5,1,4,7,3,3,0,1,1,42
"Beechview                     ",2020,4120,"Identity Theft",0,0,0,2,0,0,1,0,1,1,0,0,5
"Beechview                     ",2022,3746,"Immediate Notice of Accident to Police Department",0,0,0,0,0,0,0,0,2,0,0,1,3
"Beechview                     ",2021,3746,"Immediate Notice of Accident to Police Department",0,0,0,0,0,0,0,0,0,0,2,0,2
"Beechview                     ",2022,4912,"Impersonating a Public Servant.",0,0,0,0,0,0,0,0,1,0,0,0,1
"Beechview                     ",2023,9093,"Indirect Criminal Contempt",0,2,0,1,0,0,0,0,0,0,0,0,3
"Beechview                     ",2022,9093,"Indirect Criminal Contempt",1,0,0,1,2,0,0,0,1,2,0,0,7
"Beechview                     ",2021,9093,"Indirect Criminal Contempt",4,2,0,0,1,0,1,2,2,2,0,0,14
"Beechview                     ",2020,9093,"Indirect Criminal Contempt",4,0,0,0,0,0,1,0,3,0,0,4,12
"Beechview                     ",2022,2904,"Interference with Custody of Children.",0,0,0,0,0,0,0,0,0,0,0,1,1
"Beechview                     ",2020,2904,"Interference with Custody of Children.",0,0,0,0,0,1,0,0,0,0,0,0,1
"Beechview                     ",2022,4958(a),"Intimidation  Retaliation  Obstruction Child Abuse cases - (a) Intimidation",0,0,0,0,0,0,0,0,0,0,0,1,1
"Beechview                     ",2021,4952,"Intimidation of Witnesses or Victims",0,0,0,2,0,0,0,2,0,0,0,0,4
"Beechview                     ",2020,4952,"Intimidation of Witnesses or Victims",2,0,0,0,0,0,0,0,0,0,0,0,2
"Beechview                     ",2022,9126,Investigation,0,0,0,1,1,0,0,0,0,0,0,0,2
"Beechview                     ",2021,633.02(a),"License Required; 3 Months or Older",0,0,0,0,0,0,2,0,0,0,0,0,2
"Beechview                     ",2020,633.02(a),"License Required; 3 Months or Older",0,0,0,0,0,0,1,0,0,0,0,0,1
"Beechview                     ",2020,3332,"Limitations on Turning Around.",0,0,0,0,0,0,0,0,0,0,0,2,2
"Beechview                     ",2022,601.11(a),"Littering and Dumping; Any waste, dangerous or detrimental substance upon public property",0,0,0,0,1,0,0,0,0,0,0,0,1
"Beechview                     ",2022,5511.1.A,"LIVE ANIMALS AS PRIZES PROHIBITED",0,0,0,0,0,1,0,0,0,0,0,0,1
"Beechview                     ",2020,0292,"Located Runaway - not Reported Missing",0,0,0,0,0,0,0,0,1,0,0,0,1
"Beechview                     ",2023,5506,"Loitering and Prowling at Night",0,0,0,1,0,0,0,0,0,0,0,0,1
"Beechview                     ",2022,5506,"Loitering and Prowling at Night",0,0,0,1,2,1,0,0,0,0,1,0,5
"Beechview                     ",2021,5506,"Loitering and Prowling at Night",0,0,0,2,0,1,0,0,0,0,2,0,5
"Beechview                     ",2020,5506,"Loitering and Prowling at Night",0,0,0,0,0,0,0,0,3,0,1,0,4
"Beechview                     ",2022,9504,"Lost Property",0,0,1,0,0,0,0,0,1,0,1,0,3
"Beechview                     ",2021,9504,"Lost Property",0,0,1,0,1,1,0,0,0,1,0,0,4
"Beechview                     ",2020,9504,"Lost Property",0,1,0,0,0,1,0,0,0,0,0,0,2
"Beechview                     ",2022,1333,"Lost, Stolen, Damaged or Illegible Registration Plate.",0,0,0,0,3,0,1,0,0,0,0,0,4
"Beechview                     ",2021,2910,"Luring a Child into a Motor Vehicle.",0,0,0,0,0,0,0,1,0,0,0,0,1
"Beechview                     ",2022,13(a)(31)(i),"Marijuana - Possess Small Amt for Personal Use",0,0,0,0,0,2,0,0,0,0,0,0,2
"Beechview                     ",2023,13(a)(31),"Marijuana: Possession Small Amount",0,4,0,0,0,0,0,0,0,0,0,0,4
"Beechview                     ",2022,13(a)(31),"Marijuana: Possession Small Amount",0,0,0,0,0,0,0,0,0,0,0,2,2
"Beechview                     ",2021,13(a)(31),"Marijuana: Possession Small Amount",0,0,2,2,0,0,0,4,0,2,0,0,10
"Beechview                     ",2020,13(a)(31),"Marijuana: Possession Small Amount",0,0,0,0,2,1,6,6,0,2,0,2,19
"Beechview                     ",2022,3362,"Maximum Speed Limits.",0,0,0,2,0,0,0,2,0,0,0,0,4
"Beechview                     ",2020,3362,"Maximum Speed Limits.",0,0,0,0,0,0,0,0,0,0,2,0,2
"Beechview                     ",2023,425.26,Miscellaneous,1,0,0,0,0,0,0,0,0,0,0,0,1
"Beechview                     ",2021,425.26,Miscellaneous,0,0,0,0,0,0,0,1,0,0,0,0,1
"Beechview                     ",2023,9123,"Miscellaneous Fire Other Investigation to Continue",1,0,0,0,0,0,0,0,0,0,0,0,1
"Beechview                     ",2022,9123,"Miscellaneous Fire Other Investigation to Continue",1,1,0,0,0,1,1,2,0,0,0,1,7
"Beechview                     ",2021,9123,"Miscellaneous Fire Other Investigation to Continue",1,0,0,0,1,0,1,1,0,0,0,0,4
"Beechview                     ",2020,9123,"Miscellaneous Fire Other Investigation to Continue",0,2,0,2,0,0,0,0,0,0,1,0,5
"Beechview                     ",2022,9122,"Miscellaneous Fire Vehicle Investigation to Continue",0,0,0,0,0,0,0,0,0,0,0,1,1
"Beechview                     ",2020,9122,"Miscellaneous Fire Vehicle Investigation to Continue",0,1,0,0,0,0,0,0,0,0,0,0,1
"Beechview                     ",2022,9129,"Miscellaneous Investigation",1,1,2,1,1,0,0,2,0,0,2,1,11
"Beechview                     ",2021,9129,"Miscellaneous Investigation",0,0,1,1,0,2,0,2,1,0,0,0,7
"Beechview                     ",2020,9129,"Miscellaneous Investigation",0,0,0,0,0,0,1,5,1,0,1,1,9
"Beechview                     ",2023,029,"Missing Juvenile",0,1,1,0,0,0,0,0,0,0,0,0,2
"Beechview                     ",2022,029,"Missing Juvenile",0,2,1,0,0,0,0,1,0,7,5,0,16
"Beechview                     ",2021,029,"Missing Juvenile",0,0,2,0,0,0,0,1,0,0,0,0,3
"Beechview                     ",2020,029,"Missing Juvenile",0,0,0,0,0,1,2,1,1,0,1,0,6
"Beechview                     ",2022,9490,"Missing Persons (18 and Over)",1,0,0,0,0,1,0,0,0,1,0,1,4
"Beechview                     ",2021,9490,"Missing Persons (18 and Over)",1,1,0,0,1,0,1,2,1,0,0,0,7
"Beechview                     ",2020,9490,"Missing Persons (18 and Over)",1,2,1,0,1,0,1,1,0,0,1,0,8
"Beechview                     ",2022,9012,"Non-Violent Domestic",0,0,0,0,0,0,0,0,1,0,0,0,1
"Beechview                     ",2021,9012,"Non-Violent Domestic",0,0,0,0,0,0,2,0,0,0,0,0,2
"Beechview                     ",2020,9012,"Non-Violent Domestic",0,0,0,0,0,0,1,0,0,2,0,0,3
"Beechview                     ",2020,1515,"Notice of Change of Name or Address.",0,0,0,0,0,0,0,0,0,0,0,2,2
"Beechview                     ",2021,633.12,"Number of Pets Permitted in City Limits; Exceptions",0,0,0,0,0,0,1,0,0,0,0,0,1
"Beechview                     ",2022,3102,"Obedience to Authorized Persons Directing Traffic.",0,0,0,0,0,0,0,0,0,1,0,0,1
"Beechview                     ",2020,3102,"Obedience to Authorized Persons Directing Traffic.",0,0,0,0,0,1,0,0,0,0,0,0,1
"Beechview                     ",2021,3111,"Obedience to Traffic-Control Devices.",0,2,0,0,0,0,0,0,0,0,0,0,2
"Beechview                     ",2020,3111,"Obedience to Traffic-Control Devices.",0,0,0,0,0,0,0,0,0,0,0,2,2
"Beechview                     ",2022,5101,"Obstructing Admin. of Law",0,0,0,2,0,0,0,0,0,0,0,0,2
"Beechview                     ",2021,5101,"Obstructing Admin. of Law",0,0,0,0,0,2,0,0,0,0,0,0,2
"Beechview                     ",2022,5507(a),"Obstructing highway, railroad or public passage",0,0,0,1,0,0,0,0,0,0,0,0,1
"Beechview                     ",2020,5901,"Open Lewdness.",0,0,0,0,0,0,1,0,0,2,0,0,3
"Beechview                     ",2022,4703,"Operation of Vehicle without Official Certif. of Inspection",0,0,0,0,0,0,0,0,0,1,0,0,1
"Beechview                     ",2021,4703,"Operation of Vehicle without Official Certif. of Inspection",0,0,0,0,0,0,0,2,0,0,0,0,2
"Beechview                     ",2023,9998,Overdose,2,1,1,3,0,0,0,0,0,0,0,0,7
"Beechview                     ",2022,9998,Overdose,0,1,2,1,2,2,1,0,0,0,1,0,10
"Beechview                     ",2021,9998,Overdose,6,1,4,0,2,1,3,1,2,0,0,0,20
"Beechview                     ",2020,9998,Overdose,2,3,3,4,1,5,6,1,0,0,3,2,30
"Beechview                     ",2023,9997,"Overdose Death",0,0,0,1,0,0,0,0,0,0,0,0,1
"Beechview                     ",2022,9997,"Overdose Death",2,0,0,1,0,0,0,1,0,1,1,1,7
"Beechview                     ",2021,9997,"Overdose Death",0,1,0,1,0,1,1,1,0,0,0,0,5
"Beechview                     ",2020,9997,"Overdose Death",0,1,0,0,0,0,0,0,1,1,0,0,3
"Beechview                     ",2023,13(a)(32),"Paraphernalia - Use or Possession",0,0,2,0,0,0,0,0,0,0,0,0,2
"Beechview                     ",2022,13(a)(32),"Paraphernalia - Use or Possession",0,5,0,0,0,2,0,2,0,0,0,0,9
"Beechview                     ",2021,13(a)(32),"Paraphernalia - Use or Possession",0,1,0,2,6,0,2,0,2,4,0,0,17
"Beechview                     ",2020,13(a)(32),"Paraphernalia - Use or Possession",2,0,2,0,1,3,5,2,3,0,2,2,22
"Beechview                     ",2021,9134,"Pedestrian Hit by Vehicle/Non-Reportable Accident",0,0,0,0,1,0,1,0,0,0,0,0,2
"Beechview                     ",2020,9134,"Pedestrian Hit by Vehicle/Non-Reportable Accident",0,0,0,0,0,1,0,0,0,0,0,0,1
"Beechview                     ",2022,4302,"Periods for Requiring Lighted Lamps.",0,0,2,0,0,0,0,0,0,0,0,0,2
"Beechview                     ",2023,6105(c)(9),"Persons Not To Possess Use Manuf, Control Firearm",0,0,0,2,0,0,0,0,0,0,0,0,2
"Beechview                     ",2022,6105(c)(9),"Persons Not To Possess Use Manuf, Control Firearm",0,0,0,0,1,0,0,0,0,0,2,0,3
"Beechview                     ",2022,6105(a)(1),"Persons not to possess, use, manufacture, control, sell or transfer firearms: Former convict enumerated in subsection (b)",0,0,0,0,0,2,0,0,0,0,0,3,5
"Beechview                     ",2021,6105(a)(1),"Persons not to possess, use, manufacture, control, sell or transfer firearms: Former convict enumerated in subsection (b)",0,0,0,0,1,0,0,0,0,0,2,1,4
"Beechview                     ",2020,6105(a)(1),"Persons not to possess, use, manufacture, control, sell or transfer firearms: Former convict enumerated in subsection (b)",0,1,0,0,2,0,0,0,2,0,0,0,5
"Beechview                     ",2023,9994,"PFA Service",1,3,2,3,0,0,0,0,0,0,0,0,9
"Beechview                     ",2022,9994,"PFA Service",0,0,0,0,1,0,2,1,2,2,0,3,11
"Beechview                     ",2021,9994,"PFA Service",1,0,0,0,0,0,0,0,0,0,0,0,1
"Beechview                     ",2023,9993,"PFA Service with Weapons Supplement",0,0,1,0,0,0,0,0,0,0,0,0,1
"Beechview                     ",2022,9993,"PFA Service with Weapons Supplement",0,1,1,0,2,0,1,0,1,0,1,0,7
"Beechview                     ",2021,9993,"PFA Service with Weapons Supplement",0,0,0,1,0,2,0,0,2,0,0,0,5
"Beechview                     ",2020,9993,"PFA Service with Weapons Supplement",0,0,1,0,1,0,0,0,0,1,0,1,4
"Beechview                     ",2023,6110.1,"Possesion of Firearm by Minor",0,0,1,3,0,0,0,0,0,0,0,0,4
"Beechview                     ",2022,6110.1,"Possesion of Firearm by Minor",0,0,0,0,0,0,0,0,0,0,0,2,2
"Beechview                     ",2021,6110.1,"Possesion of Firearm by Minor",0,0,0,2,0,0,0,0,0,2,0,0,4
"Beechview                     ",2022,6110.2,"Possesion of Firearm with Altered Mfg. Number",0,0,0,0,0,2,0,0,0,0,0,0,2
"Beechview                     ",2022,627.02(b)(i),"Possessing a small amount of marijuana",0,0,0,0,0,0,0,0,1,1,0,0,2
"Beechview                     ",2021,627.02(b)(i),"Possessing a small amount of marijuana",1,0,1,0,0,0,0,0,2,0,0,0,4
"Beechview                     ",2020,627.02(b)(i),"Possessing a small amount of marijuana",0,0,0,0,1,0,0,0,0,0,1,1,3
"Beechview                     ",2023,907,"Possessing Instruments of Crime.",0,0,0,1,0,0,0,0,0,0,0,0,1
"Beechview                     ",2022,907,"Possessing Instruments of Crime.",0,0,2,0,0,0,0,0,0,0,0,0,2
"Beechview                     ",2021,907,"Possessing Instruments of Crime.",0,0,0,0,2,0,0,0,0,0,1,0,3
"Beechview                     ",2020,907,"Possessing Instruments of Crime.",0,0,0,0,0,2,2,0,0,0,0,4,8
"Beechview                     ",2023,13(a)(16),"Possession of Controlled Substance",0,0,2,2,0,0,0,0,0,0,0,0,4
"Beechview                     ",2022,13(a)(16),"Possession of Controlled Substance",0,5,0,2,0,4,0,2,0,0,0,2,15
"Beechview                     ",2021,13(a)(16),"Possession of Controlled Substance",1,0,0,0,4,0,2,2,2,2,2,0,15
"Beechview                     ",2020,13(a)(16),"Possession of Controlled Substance",0,0,2,0,5,3,5,5,1,3,0,3,27
"Beechview                     ",2023,13(a)(30),"Possession w/ Intent to Del. Controlled Substance",2,0,0,0,0,0,0,0,0,0,0,0,2
"Beechview                     ",2022,13(a)(30),"Possession w/ Intent to Del. Controlled Substance",0,1,0,0,0,4,0,2,0,0,0,0,7
"Beechview                     ",2021,13(a)(30),"Possession w/ Intent to Del. Controlled Substance",0,0,0,0,2,0,0,0,0,2,0,0,4
"Beechview                     ",2020,13(a)(30),"Possession w/ Intent to Del. Controlled Substance",0,0,0,0,2,2,4,2,0,2,0,3,15
"Beechview                     ",2022,4706,"Prohib. on Expend. for Emission Insp Prog..",0,2,0,0,0,0,0,0,0,0,0,0,2
"Beechview                     ",2021,4706,"Prohib. on Expend. for Emission Insp Prog..",0,0,0,0,0,0,0,2,0,0,0,0,2
"Beechview                     ",2022,3213,"Prohibited Acts.",0,0,0,2,0,0,0,0,0,0,0,0,2
"Beechview                     ",2021,3353,"Prohibitions in Specified Places.",1,2,0,0,0,0,0,0,0,0,0,0,3
"Beechview                     ",2020,3353,"Prohibitions in Specified Places.",1,0,0,0,0,0,0,0,0,0,0,0,1
"Beechview                     ",2022,1785,"Proof of Financial Responsibility Following Accident.",0,0,0,0,0,0,0,1,0,0,0,0,1
"Beechview                     ",2021,1785,"Proof of Financial Responsibility Following Accident.",0,2,0,0,0,0,0,0,0,0,4,0,6
"Beechview                     ",2022,2707,"Propulsion of Missiles",0,0,0,1,0,0,0,0,0,0,0,0,1
"Beechview                     ",2023,5505,"Public Drunkenness",0,2,1,2,0,0,0,0,0,0,0,0,5
"Beechview                     ",2022,5505,"Public Drunkenness",0,0,0,0,2,2,0,0,0,0,2,0,6
"Beechview                     ",2021,5505,"Public Drunkenness",0,0,0,4,1,0,0,0,7,0,0,0,12
"Beechview                     ",2020,5505,"Public Drunkenness",0,1,0,0,0,1,2,3,2,3,0,0,12
"Beechview                     ",2022,615.02,"Public Nuisances",0,0,1,1,0,0,0,0,0,0,0,0,2
"Beechview                     ",2022,601.16,"Public Urination And Defecation",0,0,0,0,1,0,0,0,0,0,0,0,1
"Beechview                     ",2021,601.16,"Public Urination And Defecation",0,0,0,0,0,1,0,0,0,0,0,0,1
"Beechview                     ",2020,601.16,"Public Urination And Defecation",0,0,0,0,0,0,2,0,0,2,0,0,4
"Beechview                     ",2023,3925,"Receiving Stolen Property.",0,0,0,1,0,0,0,0,0,0,0,0,1
"Beechview                     ",2022,3925,"Receiving Stolen Property.",2,0,0,0,0,0,0,1,0,1,2,2,8
"Beechview                     ",2021,3925,"Receiving Stolen Property.",2,0,0,0,0,0,0,0,1,2,0,0,5
"Beechview                     ",2020,3925,"Receiving Stolen Property.",1,0,0,0,0,0,3,4,3,2,1,0,14
"Beechview                     ",2023,3736,"Reckless Driving",1,4,0,0,0,0,0,0,0,0,0,0,5
"Beechview                     ",2022,3736,"Reckless Driving",0,0,0,2,0,0,0,0,0,0,0,0,2
"Beechview                     ",2020,3736,"Reckless Driving",0,1,0,0,0,0,1,2,0,0,0,2,6
"Beechview                     ",2023,2705,"Recklessly Endangering Another Person.",1,0,1,1,0,0,0,0,0,0,0,0,3
"Beechview                     ",2022,2705,"Recklessly Endangering Another Person.",0,1,0,0,1,0,1,0,0,2,2,0,7
"Beechview                     ",2021,2705,"Recklessly Endangering Another Person.",0,0,0,1,1,2,0,0,2,0,0,1,7
"Beechview                     ",2020,2705,"Recklessly Endangering Another Person.",0,5,0,0,2,1,0,0,3,0,0,3,14
"Beechview                     ",2022,9090,"Recovered Firearm",0,0,0,1,0,0,0,0,0,0,0,0,1
"Beechview                     ",2021,9090,"Recovered Firearm",0,0,0,0,1,0,0,0,0,0,0,0,1
"Beechview                     ",2021,9094,"Recovered Stolen Vehicle (OUTSIDE CITY)",0,1,0,0,0,0,0,0,0,0,0,0,1
"Beechview                     ",2023,1301,"Registration and Certificate of Title Required.",1,0,3,0,0,0,0,0,0,0,0,0,4
"Beechview                     ",2022,1301,"Registration and Certificate of Title Required.",0,0,2,0,0,0,0,0,0,1,0,0,3
"Beechview                     ",2021,1301,"Registration and Certificate of Title Required.",0,0,0,0,0,2,0,2,2,0,0,0,6
"Beechview                     ",2020,1301,"Registration and Certificate of Title Required.",0,0,0,0,1,0,1,0,0,0,2,0,4
"Beechview                     ",2023,1786,"Required Financial Responsibility.",0,1,3,0,0,0,0,0,0,0,0,0,4
"Beechview                     ",2022,1786,"Required Financial Responsibility.",0,2,0,0,0,0,0,1,0,0,0,0,3
"Beechview                     ",2021,1786,"Required Financial Responsibility.",0,0,3,1,1,2,0,0,2,0,0,0,9
"Beechview                     ",2020,1786,"Required Financial Responsibility.",0,0,0,1,0,0,2,0,0,0,0,0,3
"Beechview                     ",2021,"601.04 (c) (1)","Residential 0700-2200  >65dB(A) 2200-0700 >60dB(A)",0,0,0,0,0,0,0,0,1,0,0,0,1
"Beechview                     ",2023,5104,"Resisting Arrest or Other Law Enforcement.",0,2,0,0,0,0,0,0,0,0,0,0,2
"Beechview                     ",2022,5104,"Resisting Arrest or Other Law Enforcement.",0,0,0,0,2,0,0,0,0,0,0,0,2
"Beechview                     ",2021,5104,"Resisting Arrest or Other Law Enforcement.",0,0,2,0,2,2,0,2,2,0,0,0,10
"Beechview                     ",2020,5104,"Resisting Arrest or Other Law Enforcement.",4,0,0,0,0,2,0,0,0,0,0,2,8
"Beechview                     ",2022,7513,"Restriction on Alcoholic Beverages - Open Container",0,0,0,2,0,0,0,0,0,0,0,0,2
"Beechview                     ",2022,3809(a),"Restriction on Alcoholic Beverages in Vehicle",0,0,0,0,0,0,0,2,0,0,0,0,2
"Beechview                     ",2020,3809(a),"Restriction on Alcoholic Beverages in Vehicle",0,0,0,0,0,0,0,0,0,0,0,2,2
"Beechview                     ",2021,3929,"Retail Theft.",0,2,0,0,0,0,0,0,0,0,0,0,2
"Beechview                     ",2020,3929,"Retail Theft.",0,1,0,0,0,1,2,1,1,0,0,0,6
"Beechview                     ",2021,3702,"Robbery of Motor Vehicle.",0,0,1,0,0,0,0,0,0,0,0,0,1
"Beechview                     ",2020,3702,"Robbery of Motor Vehicle.",0,1,0,0,0,0,0,0,0,0,0,0,1
"Beechview                     ",2023,3701,Robbery.,1,0,1,4,0,0,0,0,0,0,0,0,6
"Beechview                     ",2021,3701,Robbery.,0,2,0,2,0,0,3,0,0,0,0,0,7
"Beechview                     ",2020,3701,Robbery.,1,3,0,1,2,0,1,0,0,0,1,1,10
"Beechview                     ",2022,6501(a)(1),"Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters",0,0,0,0,1,0,0,0,0,0,0,0,1
"Beechview                     ",2021,6501(a)(1),"Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters",0,0,0,0,0,0,0,0,0,0,1,0,1
"Beechview                     ",2023,8106,"Shots Fired",3,0,0,0,0,0,0,0,0,0,0,0,3
"Beechview                     ",2022,8106,"Shots Fired",0,0,0,0,0,0,0,0,1,0,1,0,2
"Beechview                     ",2021,8106,"Shots Fired",0,0,0,1,0,0,0,0,0,1,1,0,3
"Beechview                     ",2020,8106,"Shots Fired",0,0,0,0,0,0,0,1,1,0,0,0,2
"Beechview                     ",2022,2701(a)(3),"Simple Assault - Attempts by Physical Menace",1,0,0,2,1,0,0,0,1,0,0,1,6
"Beechview                     ",2021,2701(a)(3),"Simple Assault - Attempts by Physical Menace",2,2,2,1,2,0,1,0,0,0,3,0,13
"Beechview                     ",2020,2701(a)(3),"Simple Assault - Attempts by Physical Menace",1,7,0,2,0,0,2,0,2,0,0,1,15
"Beechview                     ",2023,2701(a)(1),"Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",0,0,0,5,0,0,0,0,0,0,0,0,5
"Beechview                     ",2022,2701(a)(1),"Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",0,1,1,0,0,0,0,0,4,0,0,0,6
"Beechview                     ",2021,2701(a)(1),"Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2,0,0,0,3,1,1,2,2,1,0,0,12
"Beechview                     ",2020,2701(a)(1),"Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1,2,2,0,0,1,3,0,0,1,0,0,10
"Beechview                     ",2023,2701,"Simple Assault.",3,4,4,4,0,0,0,0,0,0,0,0,15
"Beechview                     ",2022,2701,"Simple Assault.",6,4,5,5,2,1,0,3,3,2,4,4,39
"Beechview                     ",2021,2701,"Simple Assault.",4,4,6,4,6,6,3,4,0,4,4,8,53
"Beechview                     ",2020,2701,"Simple Assault.",7,6,5,0,6,4,11,4,9,8,7,6,73
"Beechview                     ",2021,2701(a)(2),"Simple Asslt - Neg. Cause Bod. Harm Deadly Weap.",0,0,0,0,0,0,0,2,0,0,0,0,2
"Beechview                     ",2021,3503(b.1)(i),"Simple Trespasser -- threatening or terrorizing the owner or occupant of the premises",0,0,1,0,0,0,0,0,0,0,0,0,1
"Beechview                     ",2021,2709(b),Stalking,0,0,0,0,1,3,1,2,0,0,0,0,7
"Beechview                     ",2020,2709(b),Stalking,0,0,0,0,0,0,1,0,1,0,0,1,3
"Beechview                     ",2022,2709.1,"Stalking Conduct or Repeatedly Acts Including Follows",0,0,0,0,0,1,0,0,0,0,0,0,1
"Beechview                     ",2021,2709.1,"Stalking Conduct or Repeatedly Acts Including Follows",0,0,0,2,0,0,0,0,0,0,0,0,2
"Beechview                     ",2020,2709.1,"Stalking Conduct or Repeatedly Acts Including Follows",0,0,0,0,0,0,1,0,0,0,0,0,1
"Beechview                     ",2020,2709.2,"Stalking Conduct or Repeatedly Communicates",2,0,0,0,0,0,0,0,0,0,0,0,2
"Beechview                     ",2023,3323,"Stop Signs and Yield Signs.",0,2,0,0,0,0,0,0,0,0,0,0,2
"Beechview                     ",2022,3323,"Stop Signs and Yield Signs.",0,0,0,2,0,0,0,0,1,0,0,0,3
"Beechview                     ",2021,3323,"Stop Signs and Yield Signs.",0,2,0,0,0,0,0,0,0,0,0,0,2
"Beechview                     ",2020,3323,"Stop Signs and Yield Signs.",0,0,0,0,1,0,1,2,0,1,0,0,5
"Beechview                     ",2023,2718(a)(1),"Strangulation - Applying Pressure to the Throat or Neck",0,0,1,0,0,0,0,0,0,0,0,0,1
"Beechview                     ",2022,2718(a)(1),"Strangulation - Applying Pressure to the Throat or Neck",0,2,0,2,0,0,0,2,2,5,0,2,15
"Beechview                     ",2021,2718(a)(1),"Strangulation - Applying Pressure to the Throat or Neck",2,1,3,0,0,0,0,2,0,4,3,0,15
"Beechview                     ",2020,2718(a)(1),"Strangulation - Applying Pressure to the Throat or Neck",0,2,2,0,0,0,2,0,2,1,5,1,15
"Beechview                     ",2020,2718(a)(2),"Strangulation - Blocking the Nose and Mouth of the Person",0,1,0,0,0,0,0,0,0,0,0,2,3
"Beechview                     ",2022,9495,Suicide,0,0,0,0,0,0,0,1,0,0,0,0,1
"Beechview                     ",2022,1373,"Suspension of Registration.",0,0,0,0,0,0,0,0,0,1,0,0,1
"Beechview                     ",2022,4910,"Tampering with or Fabricating Physical Evidence.",0,2,0,0,0,0,0,0,0,0,0,0,2
"Beechview                     ",2020,4910,"Tampering with or Fabricating Physical Evidence.",2,0,0,0,1,1,0,0,0,0,0,0,4
"Beechview                     ",2023,2706,"Terroristic Threats.",1,3,1,2,0,0,0,0,0,0,0,0,7
"Beechview                     ",2022,2706,"Terroristic Threats.",5,2,2,0,4,0,0,3,1,1,4,1,23
"Beechview                     ",2021,2706,"Terroristic Threats.",4,2,1,1,4,2,0,5,2,0,8,0,29
